PRIORITA,SCORE,TIPO_OPPORTUNITA,TARGET,FASE_PROGETTO,OBIETTIVO_COMMERCIALE,COMUNE,FONTE,TITOLO,PREZZO,PREZZO_PRECEDENTE,RIBASSI,INDIZIO_INSERZIONISTA,STATO,PRIMA_RILEVAZIONE,ULTIMO_CONTROLLO,MOTIVI,PDF_DA_VERIFICARE,URL
BASSA,23,COMMERCIALE_IMMOBILE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE IMMOBILE COMMERCIALE,Sangano,Commerciale negozi/locali,Locale Commerciale In Ad Sangano In Affitto In Italia | Waa2,,,0,NON_DETERMINATO,RELISTED,2026-08-28T05:06:35.531336+00:00,2026-09-07T10:14:01.141613+00:00,commerciale immobile,,https://case.waa2.it/affitto/locale-commerciale-in-ad-sangano
BASSA,23,UFFICIO_DIREZIONALE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE UFFICIO,Val della Torre,Idealista,"Bilocale all'asta in Via Val della Torre, 62 - idealista",,,0,NON_DETERMINATO,USCITO_MERCATO,2026-08-28T05:06:35.531589+00:00,2026-09-06T19:19:39.866447+00:00,ufficio direzionale,,https://www.idealista.it/immobile/36090544/
BASSA,23,COMMERCIALE_IMMOBILE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE IMMOBILE COMMERCIALE,Villar Dora,Commerciale negozi/locali,16 Locali commerciali in affitto a Villar Dora - Mitula Case,,,0,NON_DETERMINATO,TRACKED,2026-08-28T05:06:35.531690+00:00,2026-09-22T13:28:47.917987+00:00,commerciale immobile,,https://immobiliare.mitula.it/affitto-locale-commerciale-villar-dora
BASSA,23,COMMERCIALE_IMMOBILE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE IMMOBILE COMMERCIALE,Buttigliera Alta,Casa.it,Locale commerciale in Vendita in Corso Torino 6 a Buttigliera Alta ...,,,0,NON_DETERMINATO,USCITO_MERCATO,2026-08-28T10:58:40.670276+00:00,2026-08-28T10:58:40.670278+00:00,commerciale immobile,,https://www.casa.it/immobili/54618135/
BASSA,23,UFFICIO_DIREZIONALE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE UFFICIO,Condove,Trovit,"20 locale commerciales circolo in affitto a Bar, Condove - Trovit",,,0,NON_DETERMINATO,USCITO_MERCATO,2026-08-28T10:58:40.670711+00:00,2026-09-19T20:30:44.817023+00:00,ufficio direzionale,,https://case.trovit.it/affitto-negozio-circolo-bar
BASSA,23,COMMERCIALE_IMMOBILE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE IMMOBILE COMMERCIALE,Oulx,Commerciale negozi/locali,Locale Commerciale Oulx - 34 locali comerciali in vendita in Oulx de ...,,,0,NON_DETERMINATO,TRACKED,2026-08-28T10:58:40.671182+00:00,2026-09-07T00:44:29.376083+00:00,commerciale immobile,,https://www.nuroa.it/vendita-immobili/locale-commerciale-oulx
BASSA,23,COMMERCIALE_IMMOBILE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE IMMOBILE COMMERCIALE,Rivoli,Immobiliare.it,"Locale commerciale piazza Martiri della libertà 5, Rivoli, Rif ...",,,0,NON_DETERMINATO,USCITO_MERCATO,2026-08-28T10:58:40.671430+00:00,2026-09-12T17:06:03.936165+00:00,commerciale immobile,,https://www.immobiliare.it/annunci/127065271/
BASSA,23,COMMERCIALE_IMMOBILE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE IMMOBILE COMMERCIALE,Rivoli,Commerciale negozi/locali,Locali commerciali in affitto 1000 euro a Rivoli - Mitula Case,,,0,NON_DETERMINATO,USCITO_MERCATO,2026-08-28T10:58:40.671437+00:00,2026-08-28T10:58:40.671438+00:00,commerciale immobile,,https://immobiliare.mitula.it/affitto-locale-commerciale-rivoli-1000-euro
BASSA,23,UFFICIO_DIREZIONALE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE UFFICIO,Rosta,Trovit,3 locale commerciales in affitto a Rosta - Trovit,,,0,NON_DETERMINATO,TRACKED,2026-08-28T10:58:40.671553+00:00,2026-09-22T13:28:47.917327+00:00,ufficio direzionale,,https://case.trovit.it/affitto-negozio-rosta
BASSA,23,UFFICIO_DIREZIONALE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE UFFICIO,Sangano,Trovit,2 locale commerciales in affitto a Sangano - Trovit,,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-08-28T10:58:40.671887+00:00,2026-09-06T19:19:39.866046+00:00,ufficio direzionale,,https://case.trovit.it/affitto-negozio-sangano
BASSA,23,UFFICIO_DIREZIONALE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE UFFICIO,Val della Torre,Uffici e direzionale,Casa indipendente in Vendita a Val Della Torre,,,0,NON_DETERMINATO,USCITO_MERCATO,2026-08-28T10:58:40.672180+00:00,2026-08-28T10:58:40.672182+00:00,ufficio direzionale,,https://all.biz/it-it/casa-indipendente-in-vendita-a-val-della-torre-g48045
BASSA,23,COMMERCIALE_IMMOBILE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE IMMOBILE COMMERCIALE,Bussoleno,Trovit,2 locale commerciales in affitto a Bussoleno - Trovit,,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-01T18:58:42.119291+00:00,2026-09-04T19:20:00.003447+00:00,commerciale immobile,,https://case.trovit.it/affitto-negozio-bussoleno
BASSA,23,UFFICIO_DIREZIONALE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE UFFICIO,Chiomonte,Trovit,1 locale commerciales in affitto a Chiomonte - Trovit,,,0,NON_DETERMINATO,TRACKED,2026-09-01T18:58:42.119585+00:00,2026-09-07T10:14:01.139669+00:00,ufficio direzionale,,https://case.trovit.it/affitto-negozio-chiomonte
BASSA,23,UFFICIO_DIREZIONALE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE UFFICIO,Condove,Uffici e direzionale,Aziende di Condove - Rete Imprese,,,0,NON_DETERMINATO,TRACKED,2026-09-01T18:58:42.119968+00:00,2026-09-22T13:28:47.916189+00:00,ufficio direzionale,,https://www.reteimprese.it/condove
BASSA,23,UFFICIO_DIREZIONALE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE UFFICIO,Rosta,Immobiliare.it,"Ufficio - Studio corso Moncenisio 43, Rosta, Rif. 112890539 ...",,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-01T18:58:42.121035+00:00,2026-09-07T00:44:29.376224+00:00,ufficio direzionale,,https://www.immobiliare.it/annunci/112890539/
BASSA,23,COMMERCIALE_IMMOBILE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE IMMOBILE COMMERCIALE,Collegno,Commerciale negozi/locali,225 Locali commerciali in affitto a Collegno - Mitula Case,,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-09-01T20:55:16.172553+00:00,2026-09-21T12:37:01.289203+00:00,commerciale immobile,,https://immobiliare.mitula.it/affitto-locale-commerciale-collegno
BASSA,23,UFFICIO_DIREZIONALE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE UFFICIO,Sangano,Subito privati,Subito - Tecnorete - STUDIO SANGANO sas - 4 LOCALI A SANGANO ...,,,0,INDIZIO_AGENZIA,USCITO_MERCATO,2026-09-01T20:55:16.174091+00:00,2026-09-02T07:11:25.327236+00:00,fonte/query orientata ai privati | indizio agenzia | ufficio direzionale,,https://www.subito.it/appartamenti/4-locali-a-sangano-torino-658728639.htm
BASSA,23,UFFICIO_DIREZIONALE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE UFFICIO,Villar Focchiardo,Casa.it,Capannone in Vendita in Via Preinera a Villar Focchiardo,,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-01T20:55:16.174627+00:00,2026-09-07T10:14:01.142210+00:00,ufficio direzionale,,https://www.casa.it/immobili/54638886/
BASSA,23,COMMERCIALE_IMMOBILE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE IMMOBILE COMMERCIALE,Grugliasco,Trovit,100 locale commerciales in vendita a Grugliasco - Trovit,,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-01T23:36:27.691174+00:00,2026-09-01T23:36:27.691176+00:00,commerciale immobile,,https://case.trovit.it/negozio-grugliasco
BASSA,23,UFFICIO_DIREZIONALE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE UFFICIO,Oulx,Uffici e direzionale,Grandhoche | Sito internet dello studio immobiliare grandhoche,,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-01T23:36:27.691337+00:00,2026-09-06T09:36:38.463405+00:00,ufficio direzionale,,https://www.grandhoche.com/
BASSA,23,COMMERCIALE_IMMOBILE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE IMMOBILE COMMERCIALE,Bussoleno,Subito privati,NEGOZIO A BUSSOLENO | Subito,,,0,INDIZIO_AGENZIA,TRACKED,2026-09-02T07:11:25.325375+00:00,2026-09-07T10:14:01.139391+00:00,fonte/query orientata ai privati | indizio agenzia | commerciale immobile,,https://www.subito.it/uffici-locali-commerciali/negozio-a-bussoleno-torino-659200349.htm
BASSA,23,COMMERCIALE_IMMOBILE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE IMMOBILE COMMERCIALE,Collegno,Commerciale negozi/locali,Locale Commerciale Collegno - 189 locali comerciali in affito in ...,,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-02T07:11:25.325699+00:00,2026-09-20T21:00:13.356249+00:00,commerciale immobile,,https://www.nuroa.it/affitto-case/locale-commerciale-collegno
BASSA,23,UFFICIO_DIREZIONALE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE UFFICIO,Pianezza,Trovit,12 locale commerciales in affitto a Pianezza - Trovit,,,0,NON_DETERMINATO,TRACKED,2026-09-02T07:11:25.326501+00:00,2026-09-22T13:28:47.916926+00:00,ufficio direzionale,,https://case.trovit.it/affitto-negozio-pianezza
BASSA,23,UFFICIO_DIREZIONALE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE UFFICIO,San Valeriano,Subito privati,Subito - TECNOCASA - STUDIO SVILUPPO SAS - 3 LOCALI A BORGONE SUSA ...,,,0,INDIZIO_AGENZIA,TRACKED,2026-09-02T07:11:25.327135+00:00,2026-09-07T04:45:03.057440+00:00,fonte/query orientata ai privati | indizio agenzia | ufficio direzionale,,https://www.subito.it/appartamenti/3-locali-a-borgone-susa-torino-659201345.htm
BASSA,23,COMMERCIALE_IMMOBILE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE IMMOBILE COMMERCIALE,Bardonecchia,Commerciale negozi/locali,I nostri immobili in vendita - bardonecchiaamormio.com,,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-02T12:02:41.369498+00:00,2026-09-02T12:02:41.369499+00:00,commerciale immobile,,https://bardonecchiaamormio.com/it/vendite
BASSA,23,COMMERCIALE_IMMOBILE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE IMMOBILE COMMERCIALE,Almese,Immobiliare.it,"Locale commerciale piazza Martiri della Libertà 31, Almese, Rif ...",,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-03T18:47:06.317571+00:00,2026-09-03T18:47:06.317572+00:00,commerciale immobile,,https://www.immobiliare.it/annunci/113407257/
BASSA,23,UFFICIO_DIREZIONALE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE UFFICIO,Alpignano,Uffici e direzionale,223 Locali commerciali in affitto a Alpignano - Mitula Case,,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-03T18:47:06.317636+00:00,2026-09-11T13:39:24.922966+00:00,ufficio direzionale,,https://immobiliare.mitula.it/affitto-locale-commerciale-alpignano
BASSA,23,UFFICIO_DIREZIONALE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE UFFICIO,Avigliana,Uffici e direzionale,PromoGest di Dott. Giovanni Sanchesi | Vendita e Affitto Immobili Torino,,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-03T18:47:06.317743+00:00,2026-09-04T16:00:05.400654+00:00,ufficio direzionale,,https://www.promogest.org/
BASSA,23,UFFICIO_DIREZIONALE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE UFFICIO,Mattie,Nestoria,Case a Mattie. Immobili in affitto a Mattie - Nestoria,,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-03T18:47:06.318769+00:00,2026-09-05T00:56:52.328109+00:00,ufficio direzionale,,https://www.nestoria.it/immobiliare/affitto/mattie
BASSA,23,COMMERCIALE_IMMOBILE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE IMMOBILE COMMERCIALE,Sant'Ambrogio di Torino,Trovit,4 immobili in affitto a Sant'Ambrogio di Torino - Trovit,,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-03T18:47:06.319559+00:00,2026-09-03T18:47:06.319560+00:00,commerciale immobile,,https://case.trovit.it/affitto-sant-ambrogio-torino
BASSA,23,COMMERCIALE_IMMOBILE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE IMMOBILE COMMERCIALE,Moncenisio,Casa.it,Locale commerciale in Vendita in Via Passo del Moncenisio 34 a Brescia ...,,,0,NON_DETERMINATO,TRACKED,2026-09-04T00:12:37.946992+00:00,2026-09-07T10:14:01.140671+00:00,commerciale immobile,,https://www.casa.it/immobili/54655572/
BASSA,23,COMMERCIALE_IMMOBILE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE IMMOBILE COMMERCIALE,Rivoli,Commerciale negozi/locali,"Negozio, affitto, Viale Carrù 22, Rivoli • Commerciali.it",,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-04T00:12:37.947222+00:00,2026-09-14T22:36:38.494427+00:00,commerciale immobile,,https://www.commerciali.it/negozio-affitto-rivoli-zona-maiasco-28354767
BASSA,23,COMMERCIALE_IMMOBILE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE IMMOBILE COMMERCIALE,Rosta,Commerciale negozi/locali,144 Locali commerciali in affitto a Rosta - Mitula Case,,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-04T02:03:54.139139+00:00,2026-09-09T23:18:34.768996+00:00,commerciale immobile,,https://immobiliare.mitula.it/affitto-locale-commerciale-rosta
BASSA,23,UFFICIO_DIREZIONALE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE UFFICIO,Villar Focchiardo,Subito privati,Subito - TECNOCASA - STUDIO SVILUPPO SAS - 4 LOCALI A VILLAR FOCCHIARDO ...,,,0,INDIZIO_AGENZIA,USCITO_MERCATO,2026-09-04T07:52:28.841441+00:00,2026-09-08T21:57:25.797274+00:00,fonte/query orientata ai privati | indizio agenzia | ufficio direzionale,,https://www.subito.it/appartamenti/4-locali-a-villar-focchiardo-torino-659433693.htm
BASSA,23,UFFICIO_DIREZIONALE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE UFFICIO,Bussoleno,Uffici e direzionale,Case affitto Bussoleno - Mioaffitto.it,,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-04T16:00:05.401025+00:00,2026-09-05T23:10:34.870730+00:00,ufficio direzionale,,https://www.mioaffitto.it/case-affitto-bussoleno-90-1-0-61786.html
BASSA,23,COMMERCIALE_IMMOBILE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE IMMOBILE COMMERCIALE,Collegno,Immobiliare.it,"Magazzino - Deposito via Castagnevizza 11, Collegno, Rif. 132121708 ...",,,0,NON_DETERMINATO,TRACKED,2026-09-04T19:20:00.003996+00:00,2026-09-22T13:28:47.916056+00:00,commerciale immobile,,https://www.immobiliare.it/annunci/132121708/
BASSA,23,COMMERCIALE_IMMOBILE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE IMMOBILE COMMERCIALE,Grugliasco,Commerciale negozi/locali,262 Locali commerciali in affitto a Grugliasco - Mitula Case,,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-04T19:20:00.004456+00:00,2026-09-10T21:45:03.419190+00:00,commerciale immobile,,https://immobiliare.mitula.it/affitto-locale-commerciale-grugliasco
BASSA,23,COMMERCIALE_IMMOBILE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE IMMOBILE COMMERCIALE,Susa,Commerciale negozi/locali,Più di cento negozi in vendita a Milano Piazzale Susa.,,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-09-04T19:20:00.005623+00:00,2026-09-06T19:19:39.866214+00:00,commerciale immobile,,https://www.caasa.it/milano/milano-zona-p-susa/negozio/in-vendita.html
BASSA,23,COMMERCIALE_IMMOBILE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE IMMOBILE COMMERCIALE,Rivoli,Immobiliare.it,"Locale commerciale via Cavalieri di Vittorio Veneto 9, Rivoli, Rif ...",,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-09-04T22:26:36.992912+00:00,2026-09-21T12:37:01.290345+00:00,commerciale immobile,,https://www.immobiliare.it/annunci/123589897/
BASSA,23,UFFICIO_DIREZIONALE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE UFFICIO,Rosta,Immobiliare.it,"Ufficio - Studio corso Moncenisio 34, Rosta, Rif. 104298369 ...",,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-05T09:19:10.297281+00:00,2026-09-07T00:44:29.376214+00:00,ufficio direzionale,,https://www.immobiliare.it/annunci/104298369/
BASSA,23,COMMERCIALE_IMMOBILE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE IMMOBILE COMMERCIALE,Almese,Casa.it,Locale commerciale in Vendita in Via Roma 29 a Almese,,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-05T19:08:06.332878+00:00,2026-09-05T19:08:06.332880+00:00,commerciale immobile,,https://www.casa.it/immobili/54664232/
BASSA,23,COMMERCIALE_IMMOBILE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE IMMOBILE COMMERCIALE,Buttigliera Alta,Immobiliare.it,"Locale commerciale vicolo Moncenisio 4, Buttigliera Alta, Rif ...",,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-05T23:10:34.870784+00:00,2026-09-14T22:36:38.492972+00:00,commerciale immobile,,https://www.immobiliare.it/annunci/123148631/
BASSA,23,COMMERCIALE_IMMOBILE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE IMMOBILE COMMERCIALE,Oulx,Commerciale negozi/locali,"Negozio/locale commerciale all''asta Via Roma 33, Oulx. Fabbricato ...",,,0,NON_DETERMINATO,RELISTED,2026-09-05T23:10:34.871930+00:00,2026-09-07T10:14:01.140762+00:00,commerciale immobile,,https://www.immobiliare-italia.it/negozio-locale-commerciale-all-asta-via-roma-33-oulx/1482168/
BASSA,23,COMMERCIALE_IMMOBILE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE IMMOBILE COMMERCIALE,Rivoli,Immobiliare.it,"Locale commerciale locale commerciale piazza fratelli cervi 3, Rivoli ...",,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-06T13:51:47.105612+00:00,2026-09-13T09:37:53.089179+00:00,commerciale immobile,,https://www.immobiliare.it/annunci/130186030/
BASSA,23,COMMERCIALE_IMMOBILE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE IMMOBILE COMMERCIALE,Coazze,Commerciale negozi/locali,Appartamenti in affitto a Giaveno Via Coazze. - caasa.it,,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-06T19:19:39.864419+00:00,2026-09-06T19:19:39.864421+00:00,commerciale immobile,,https://www.caasa.it/torino/giaveno-zona-v-coazze/appartamento/in-affitto.html
BASSA,23,UFFICIO_DIREZIONALE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE UFFICIO,Collegno,Trovit,29 locale commerciales in affitto a Collegno - Trovit,,,0,NON_DETERMINATO,TRACKED,2026-09-06T19:19:39.864542+00:00,2026-09-22T13:28:47.916069+00:00,ufficio direzionale,,https://case.trovit.it/affitto-negozio-collegno
BASSA,23,COMMERCIALE_IMMOBILE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE IMMOBILE COMMERCIALE,Sant'Antonino di Susa,Immobiliare.it,"Locale commerciale corso Stati Uniti, Susa, Rif. 132110820 - Immobiliare.it",,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-07T10:14:01.141734+00:00,2026-09-11T23:19:47.991050+00:00,commerciale immobile,,https://www.immobiliare.it/annunci/132110820/
BASSA,23,UFFICIO_DIREZIONALE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE UFFICIO,Beinasco,Trovit,30 ufficios in affitto a Beinasco - Trovit,,,0,NON_DETERMINATO,RELISTED,2026-09-08T06:35:04.156712+00:00,2026-09-22T01:45:50.161264+00:00,ufficio direzionale,,https://case.trovit.it/affitto-uffici-beinasco
BASSA,23,UFFICIO_DIREZIONALE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE UFFICIO,Bruino,Nestoria,Case a Bruino. Immobili in affitto a Bruino - Nestoria,,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-08T06:35:04.156912+00:00,2026-09-13T14:26:02.554857+00:00,ufficio direzionale,,https://www.nestoria.it/immobiliare/affitto/bruino
BASSA,23,UFFICIO_DIREZIONALE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE UFFICIO,Druento,Uffici e direzionale,Appartamenti e case in affitto a Druento - altroaffitto.it,,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-08T06:35:04.157713+00:00,2026-09-16T19:00:37.438863+00:00,ufficio direzionale,,https://www.altroaffitto.it/affitti/Druento?page=1
BASSA,23,UFFICIO_DIREZIONALE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE UFFICIO,Fiano,Uffici e direzionale,Immobili in affitto - Masci Immobili - FCM Immobili srl - Fiano Romano,,,0,NON_DETERMINATO,TRACKED,2026-09-08T06:35:04.157799+00:00,2026-09-22T13:28:47.916402+00:00,ufficio direzionale,,https://www.masciimmobili.it/web/immobili.asp?tipo_contratto=A&language=ita&pagref=1913
BASSA,23,COMMERCIALE_IMMOBILE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE IMMOBILE COMMERCIALE,Grugliasco,Subito privati,Negozio Grugliasco [Cod. rif 3336258VCG] | Subito,,,0,INDIZIO_AGENZIA,USCITO_MERCATO,2026-09-08T11:07:58.868695+00:00,2026-09-08T11:07:58.868696+00:00,fonte/query orientata ai privati | indizio agenzia | commerciale immobile,,https://www.subito.it/uffici-locali-commerciali/negozio-grugliasco-cod-rif-3336258vcg-torino-659866511.htm
BASSA,23,UFFICIO_DIREZIONALE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE UFFICIO,Fiano,Uffici e direzionale,Ufficio affitto Fiano Romano - Affitto.it,,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-08T18:39:29.644498+00:00,2026-09-08T18:39:29.644500+00:00,ufficio direzionale,,https://immobili-commerciali.affitto.it/affitto_ufficio_Fiano-Romano_RM.htm
BASSA,23,UFFICIO_DIREZIONALE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE UFFICIO,Robassomero,Uffici e direzionale,Comune di Robassomero - Amministrazione trasparente,,,0,NON_DETERMINATO,TRACKED,2026-09-08T18:39:29.645361+00:00,2026-09-22T13:28:47.917225+00:00,ufficio direzionale,,https://www.comune.robassomero.to.it/Menu?IDVoceMenu=233399
BASSA,23,COMMERCIALE_IMMOBILE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE IMMOBILE COMMERCIALE,Druento,Casa.it,Locale commerciale in Vendita in Largo Oropa 1 a Druento,,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-08T21:57:25.795490+00:00,2026-09-13T09:37:53.088247+00:00,commerciale immobile,,https://www.casa.it/immobili/54666277/
BASSA,23,COMMERCIALE_IMMOBILE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE IMMOBILE COMMERCIALE,Beinasco,Immobiliare.it,"Locale commerciale via Torino 36, Beinasco, Rif. 110515307 - Immobiliare.it",,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-09T04:02:27.436610+00:00,2026-09-15T01:31:48.169617+00:00,commerciale immobile,,https://www.immobiliare.it/annunci/110515307/
BASSA,23,COMMERCIALE_IMMOBILE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE IMMOBILE COMMERCIALE,Beinasco,Commerciale negozi/locali,309 Locali commerciali in vendita a Beinasco - Mitula Case,,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-09T04:02:27.436620+00:00,2026-09-15T18:17:59.371984+00:00,commerciale immobile,,https://immobiliare.mitula.it/locale-commerciale-beinasco
BASSA,23,UFFICIO_DIREZIONALE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE UFFICIO,Fiano,Immobiliare.it,"Ufficio - Studio in vendita, Fiano Romano, Rif. 123047681 - Immobiliare.it",,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-09T04:02:27.437903+00:00,2026-09-17T11:30:50.190399+00:00,ufficio direzionale,,https://www.immobiliare.it/annunci/123047681/
BASSA,23,UFFICIO_DIREZIONALE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE UFFICIO,Rivalta di Torino,Uffici e direzionale,Agenzia sociale per la locazione (ASLo) | Città di Rivalta di Torino,,,0,NON_DETERMINATO,RELISTED,2026-09-09T04:02:27.438620+00:00,2026-09-22T01:45:50.162538+00:00,ufficio direzionale,,https://www.comune.rivalta.to.it/servizi/agenzia-sociale-per-locazione-aslo
BASSA,23,COMMERCIALE_IMMOBILE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE IMMOBILE COMMERCIALE,Avigliana,Immobiliare.it,"Locale commerciale via Generale C. Alberto dalla Chiesa 7, Avigliana ...",,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-09T13:49:33.337398+00:00,2026-09-17T23:05:00.274438+00:00,commerciale immobile,,https://www.immobiliare.it/annunci/119041139/
BASSA,23,UFFICIO_DIREZIONALE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE UFFICIO,Rosta,Idealista,"Ufficio in vendita in Corso Moncenisio, 63, Rosta - idealista",,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-09T13:49:33.338729+00:00,2026-09-13T20:46:02.147948+00:00,ufficio direzionale,,https://www.idealista.it/immobile/30535133/
BASSA,23,COMMERCIALE_IMMOBILE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE IMMOBILE COMMERCIALE,Fiano,Commerciale negozi/locali,Affitto Negozio Fiano Romano. Negozi Fiano Romano in affitto ...,,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-09-09T17:56:58.703366+00:00,2026-09-21T06:16:22.537129+00:00,commerciale immobile,,https://www.risorseimmobiliari.it/immobili.asp?url_firstparam=Roma%2Faffitto_negozi_Fiano-romano.html&url_search=affitto_negozi_Fiano-romano
BASSA,23,COMMERCIALE_IMMOBILE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE IMMOBILE COMMERCIALE,Rivoli,Commerciale negozi/locali,"111 Locali commerciali in affitto a Cascine Vica, Rivoli - Mitula Case",,,0,NON_DETERMINATO,POSSIBILE_USCITA,2026-09-09T17:56:58.704032+00:00,2026-09-21T01:16:25.018940+00:00,commerciale immobile,,https://immobiliare.mitula.it/affitto-locale-commerciale-rivoli-cascine-vica
BASSA,23,COMMERCIALE_IMMOBILE,IMMOBILE,,ACQUISIZIONE / LOCAZIONE IMMOBILE COMMERCIALE,Almese,Immobiliare.it,"Locale commerciale via Roma 29, Almese, Rif. 132169640 - Immobiliare.it",,,0,NON_DETERMINATO,USCITO_MERCATO,2026-09-09T23:18:34.766554+00:00,2026-09-14T12:27:12.111227+00:00,commerciale immobile,,https://www.immobiliare.it/annunci/132169640/
